oracle_id,last_value,actual_final,timesfm_pred,actual_direction,timesfm_direction,timesfm_hit,timesfm_abs_pct_err,naive_abs_pct_err
1128d2ab-0b6e-4912-8735-15521bc314e6,4.77,4.78,4.773431777954102,up,up,True,0.13741050305227376,0.2092050209205162
8e7bd5ae-005a-47d8-90bc-69f48cd8793d,252.95,259.56,252.872802734375,up,down,False,2.576358940370243,2.5466173524426003
843f3373-b8ef-416c-9163-aa1aa6b4a51d,38.18,33.44,38.83298110961914,down,up,False,16.127335854124233,14.174641148325366
a80c3af8-470e-4e95-9579-cfdf18fbdbfa,200.45,200.64,201.78579711914062,up,up,True,0.5710711319480856,0.09469696969696857
bf5482b6-dd3e-4fb7-bc62-29e23b417a5f,85.91,90.77,88.58610534667969,up,up,True,2.405965245477921,5.35419191362785
ca00eb17-e5c3-42c8-a665-431f5f95b67f,23.86,23.89,23.622407913208008,up,down,False,1.120100823742121,0.125575554625371
dc10544f-dd30-4d4a-b6e6-bbed7d1ed4a7,28.64,28.66,28.422578811645508,up,down,False,0.8284061003297011,0.06978367062107318
b30eafed-2755-4423-9592-c8b83c68804b,23.86,25.48,23.91164779663086,up,up,True,6.155228427665389,6.35792778649922
2acc1657-d716-41d7-aedf-9b080a58ec83,7.95,7.96,7.998775482177734,up,up,True,0.4871291730871157,0.1256281407035149
1734e777-d34a-4526-ae24-ef034f147cc5,33.41,35.03,33.39280700683594,up,down,False,4.673688247685023,4.624607479303467
8c1ea1a5-5966-4d14-8361-ffc6a8d1bd79,77.95,78.03,77.96797180175781,up,up,True,0.07949275694244347,0.10252466999871625
c3020f78-15d5-4166-a610-75522a454e0a,55.68,55.73,55.039894104003906,up,down,False,1.2383023434345786,0.08971828458639361
c3a89c67-1931-4d42-98c8-94a40cfd046e,9.55,9.55,9.604393005371094,flat,up,False,0.5695602656658957,0.0
a55ef412-257b-4ecd-9440-4545521be938,147.95,144.91,155.7124481201172,down,up,False,7.45459120841708,2.0978538403146727
e3d08582-85ba-48c4-a453-4a5a385a0c3e,117.73,125.8,117.59099578857422,up,down,False,6.525440549623035,6.414944356120822
8745b061-d5c6-46c1-a3fc-4d71d717f19e,105.0,105.1,105.22491455078125,up,up,True,0.11885304546266004,0.09514747859181191
32a8ca5f-0170-4f5d-97cd-63e2b74fd653,6.36,6.37,6.366879463195801,up,up,True,0.04898801890422803,0.1569858712715822
c8deef08-fcf2-41e1-8aeb-aa4e0af147ca,15.91,14.33,15.78132152557373,down,down,True,10.12785433059128,11.025819958129798
e53532db-5b14-429e-8437-a369c5b8632b,7.95,6.37,7.971107482910156,down,up,False,25.135125320410612,24.80376766091052
74027d31-6efb-471d-9499-cdb1cefc9eae,17.5,19.11,17.623294830322266,up,up,True,7.779723546194315,8.424908424908423
72bdc7ba-2906-436d-8405-6a8a3335fdae,82.73,82.8,83.43790435791016,up,up,True,0.7704158911958444,0.08454106280192414
8026533d-c0e7-48b7-9e1a-9a370899aa57,46.14,36.63,47.21220779418945,down,up,False,28.889456167593362,25.962325962325956
d46a6e0b-d39e-42ad-b95f-6902e1b72e62,93.86,90.77,97.03740692138672,down,up,False,6.9047118226139945,3.404208438911539
d334aa85-3470-4f5d-9cbc-b88bf991a5af,472.5,463.39,475.05364990234375,down,up,False,2.517026673502614,1.9659466108461583
c396db03-bf11-4e20-b630-4f9aa8fd78da,806.59,789.83,790.9903564453125,down,down,True,0.14691217671048948,2.1219756150057596
783f8411-328a-4a00-9610-a058400cbd6d,49.32,50.96,49.66008758544922,up,up,True,2.5508485371875627,3.218210361067505
b872f147-00eb-4cf8-af8c-4144356b2089,36.59,35.03,36.92393493652344,down,up,False,5.406608439975553,4.4533257208107395
27ca3201-a374-4a9d-b0ba-93b391f36844,19.09,19.11,19.052989959716797,up,down,False,0.2983256948362248,0.10465724751438814
3ae456e4-cb35-47be-b654-051e288622fe,87.5,85.99,87.8941421508789,down,up,False,2.2143762657040487,1.7560181416443832
15954ed7-cab4-4a06-a796-bbc8a48c550d,,27.09,0.0,flat,flat,False,100.0,
2f8872fe-84dc-4cda-a253-e7503a5c96a3,47.73,49.36,47.9181022644043,up,up,True,2.9211866604451022,3.302269043760135
17b60106-a4c7-410a-8ac3-ec8e74e29a7c,197.27,173.57,196.0125732421875,down,down,True,12.92998400771303,13.654433369821984
a2196bc3-2fe6-49d4-8c79-d6beb3d6c5d8,39.77,42.99,39.579917907714844,up,down,False,7.932268183961753,7.4901139799953445
8c8c9f16-a3d0-49f2-a95b-dfef756de0b3,9.55,9.55,9.700860977172852,flat,up,False,1.5796960960507942,0.0
70f14b10-8129-4249-a267-8b4be5d9befa,120.91,114.65,120.92337799072266,down,up,False,5.471764492562277,5.460095944177925
73ec7a0b-274a-4a10-a173-ff1625d62fce,44.55,49.36,45.21257781982422,up,up,True,8.402395016563576,9.744732576985419
ae5fe3bd-b6cf-47be-bfb0-05204387bb83,11.14,12.74,11.338187217712402,up,up,True,11.0032400493532,12.558869701726842
2097ac9e-0f9b-4cd0-8537-2518195e4549,176.59,176.76,176.72955322265625,up,up,True,0.01722492495119988,0.09617560534056772
ed6607f4-20ab-4d3f-a8af-bcc148423336,305.45,296.19,319.09832763671875,down,up,False,7.734335270170753,3.126371585806405
afc2a3a7-eb69-4fcb-b3a3-444dccb735d7,31.82,25.48,32.25412368774414,down,up,False,26.586042730550002,24.88226059654631
5fe127e0-ee38-4f80-969b-13e84712a26f,17.5,15.92,17.44011878967285,down,down,True,9.548484859754094,9.924623115577889
5b8472c8-a7e7-46f2-aecf-e954082a5ef5,49.32,49.36,51.04408264160156,up,up,True,3.411836794168483,0.08103727714748611
0b23d9aa-d4ed-4ccf-8810-4a4d11d6fb9c,480.45,576.45,463.30706787109375,up,down,False,19.627536148652318,16.6536559979183
